-7.895859999999999879e+00,-2.533040000000000092e+01,2.671549999999999869e+01,3.765250000000000341e+01,-2.087190000000000101e+00,-7.409360000000000390e+00,8.280939999999999301e+00,1.130700000000000038e+01,3.814239999999999853e+00,1.298429999999999929e+01,3.080839999999999890e+01,3.364990000000000236e+01,3.312689999999999912e+00,9.607300000000000395e+00,2.376450000000000173e+01,2.584659999999999869e+01,2.856120000000000214e+00,1.014809999999999945e+01,0.000000000000000000e+00,1.054240000000000066e+01,0.000000000000000000e+00
1.533830000000000027e+01,1.872350000000000136e+01,8.684070000000000178e+00,2.571509999999999962e+01,6.824930000000000163e+00,7.947759999999999714e+00,3.354270000000000085e+00,1.100070000000000014e+01,-2.473650000000000126e+00,-3.091950000000000198e+00,-8.266759999999999664e+00,9.167220000000000368e+00,-2.878219999999999779e+00,-2.985279999999999934e+00,-1.014499999999999957e+01,1.096069999999999922e+01,-1.681139999999999901e+01,-2.059400000000000119e+01,0.000000000000000000e+00,2.658449999999999847e+01,1.000000000000000000e+00
-9.880179999999999296e+00,2.482469999999999999e+01,-9.747939999999999827e+01,1.010750000000000028e+02,-6.753909999999999636e-01,1.979989999999999917e+00,-7.666789999999999772e+00,7.948229999999999684e+00,5.958029999999999715e-01,-1.551449999999999996e+00,-1.006349999999999945e+01,1.020069999999999943e+01,8.261829999999999785e+00,-2.096359999999999957e+01,-1.500560000000000116e+02,1.517379999999999995e+02,1.697940000000000005e+00,-4.289690000000000225e+00,0.000000000000000000e+00,4.613500000000000156e+00,0.000000000000000000e+00
-1.293200000000000038e+01,1.577919999999999945e+01,-7.809040000000000425e+00,2.184540000000000148e+01,-9.024800000000000821e+00,1.140900000000000070e+01,-6.059929999999999595e+00,1.575929999999999964e+01,5.647509999999999586e+00,-7.457089999999999996e+00,2.616669999999999874e+01,2.778890000000000171e+01,1.084759999999999991e+01,-1.465889999999999915e+01,4.949490000000000123e+01,5.274770000000000181e+01,5.461649999999999672e+00,-5.072250000000000369e+00,0.000000000000000000e+00,7.453669999999999796e+00,1.000000000000000000e+00
-1.875949999999999918e+01,-1.836589999999999989e+01,-9.054619999999999891e+01,9.427549999999999386e+01,-9.973340000000000538e-01,-1.005619999999999958e+00,-4.644619999999999749e+00,4.857639999999999958e+00,6.905420000000000336e+00,6.880740000000000300e+00,-2.639420000000000073e+02,2.641220000000000141e+02,1.812490000000000023e+01,1.743750000000000000e+01,-6.458429999999999609e+02,6.463329999999999700e+02,-5.273439999999999905e+00,-4.946699999999999875e+00,0.000000000000000000e+00,7.230419999999999625e+00,1.000000000000000000e+00
5.829329999999999679e+00,1.082760000000000034e+01,-2.178689999999999927e+01,2.501810000000000045e+01,6.968899999999999650e+00,1.419250000000000078e+01,-2.685160000000000124e+01,3.116120000000000090e+01,-6.360319999999999752e+00,-1.198019999999999996e+01,-2.680640000000000001e+01,3.004299999999999926e+01,-1.855120000000000102e+00,-4.127449999999999619e+00,-9.845449999999999591e+00,1.083639999999999937e+01,-4.582779999999999632e+00,-8.912520000000000664e+00,0.000000000000000000e+00,1.002169999999999916e+01,0.000000000000000000e+00
6.398009999999999531e-01,-5.742390000000000327e+01,9.343439999999999657e+01,1.096719999999999970e+02,4.444570000000000118e-03,-4.436619999999999564e+00,7.454860000000000042e+00,8.676220000000000709e+00,2.216239999999999877e-01,1.180959999999999965e+01,1.465830000000000055e+01,1.882550000000000168e+01,-1.352520000000000111e-01,2.889310000000000045e+00,3.970229999999999926e+00,4.913999999999999702e+00,-7.306179999999999897e-01,4.716159999999999997e+01,0.000000000000000000e+00,4.716729999999999734e+01,0.000000000000000000e+00
-1.293740000000000023e+01,1.708320000000000061e+00,-1.585380000000000011e+00,1.314639999999999986e+01,-1.523520000000000074e+01,1.211799999999999988e+00,-1.638980000000000103e+00,1.537149999999999928e+01,3.262080000000000268e+01,-3.823640000000000150e+00,-1.133220000000000027e+02,1.179849999999999994e+02,9.647819999999999396e+00,-6.827010000000000023e-01,-3.288159999999999883e+01,3.427479999999999905e+01,-1.409600000000000009e+01,1.586219999999999963e+00,0.000000000000000000e+00,1.418500000000000050e+01,1.000000000000000000e+00
-3.061150000000000038e+00,-4.417830000000000368e+00,2.491349999999999909e+01,2.548699999999999832e+01,-6.015799999999999592e+00,-7.589260000000000339e+00,4.231139999999999901e+01,4.340570000000000306e+01,2.254309999999999814e+00,3.190119999999999845e+00,1.819849999999999968e+00,4.311630000000000074e+00,1.096759999999999913e+01,1.359590000000000032e+01,8.892789999999999750e+00,1.960200000000000031e+01,-4.144929999999999559e+00,-4.778959999999999653e+00,0.000000000000000000e+00,6.326060000000000016e+00,1.000000000000000000e+00
7.737690000000000401e-01,1.050740000000000052e+01,-7.221880000000000166e+01,7.298340000000000316e+01,2.399489999999999956e-01,3.067889999999999784e+00,-1.843789999999999907e+01,1.869340000000000046e+01,-1.767910000000000037e-01,-2.967509999999999870e+00,-2.206500000000000128e+01,2.226480000000000103e+01,-1.485889999999999933e+00,-1.407230000000000025e+01,-9.595489999999999498e+01,9.699269999999999925e+01,6.489570000000000061e-01,3.464459999999999873e+00,0.000000000000000000e+00,3.524719999999999853e+00,1.000000000000000000e+00
